Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
A novel Pulp Caries GAN multi loss GAN with new pulp inspired metaheuristics for pediatric dental caries detection and segmentation,Scientific Reports,,,,10.1038/s41598-025-28459-8,Amira Abdelhafeez ElkhatibMostafa ElbazRiham Sobhy SolimanMona Elshirbini Hafez,2026,https://link.springer.com/article/10.1038/s41598-025-28459-8,Article
"Engineering Risk-Aware, Security-By-Design Frameworks for Assurance of Large-Scale Autonomous AI Models","Proceedings of the Future Technologies Conference (FTC) 2025, Volume 2",,,,10.1007/978-3-032-07989-3_14,Krti Tallam,2026,https://link.springer.com/chapter/10.1007/978-3-032-07989-3_14,Conference paper
Transforming Cognition and Human Society in the Digital Age,Biological Theory,,,,10.1007/s13752-024-00483-3,Igor Farkaš,2024,https://link.springer.com/article/10.1007/s13752-024-00483-3,Article
Beyond REMS &amp; PDMPs: A Proposed Framework for Next-Generation Opioid Regulation,Therapeutic Innovation & Regulatory Science,,,,10.1007/s43441-025-00882-z,Aysha RanaKavetha Ram,2025,https://link.springer.com/article/10.1007/s43441-025-00882-z,Article
Survey of AI-driven techniques for ovarian cancer detection: state-of-the-art methods and open challenges,Network Modeling Analysis in Health Informatics and Bioinformatics,,,,10.1007/s13721-024-00491-0,Samridhi SinghMalti Kumari MauryaNagendra Pratap SinghRajeev Kumar,2024,https://link.springer.com/article/10.1007/s13721-024-00491-0,Article
A Novel Framework for Human Chronic Disease Prediction Using CNN and Adaptive Dragon Fly Optimization (ADFO) Algorithm,SN Computer Science,,,,10.1007/s42979-025-03842-4,B. RaguS. Perumal,2025,https://link.springer.com/article/10.1007/s42979-025-03842-4,Article
Bridging Bytes and Behaviors: Human-Centric Research in Emerging Digital Economies,Empowering Digital Transformation,,,,10.1007/978-3-031-96930-0_4,Nicos Rossides,2025,https://link.springer.com/chapter/10.1007/978-3-031-96930-0_4,Conference paper
Neuro-symbolic synergy in education: a survey of LLM-knowledge graph integration for explainable reasoning and emotion-aware student support,Smart Learning Environments,,,,10.1186/s40561-025-00423-z,Nour El Houda Ben ChaabeneHamza Hammami,2026,https://link.springer.com/article/10.1186/s40561-025-00423-z,Article
SafeGen: safeguarding privacy and fairness through a genetic method,Machine Learning,,,,10.1007/s10994-025-06835-9,Martina CinquiniMarta Marchiori ManerbaFederico MazzoniFrancesca PratesiRiccardo Guidotti,2025,https://link.springer.com/article/10.1007/s10994-025-06835-9,Article
Optimization of potential targets for antidepressant Chinese medicines: AI and multi-omics methods,Chinese Medicine,,,,10.1186/s13020-025-01320-w,Chaofang LeiZhigang ChenChongyang MaLe XieDahua WuJianbei ChenJiaxu Chen,2026,https://link.springer.com/article/10.1186/s13020-025-01320-w,Article
The Interaction of AI and Early Childhood Education. A State-of-the-art Review 2020–2024,Early Childhood Education Journal,,,,10.1007/s10643-025-02079-3,Lukas Ljungcrantz,2026,https://link.springer.com/article/10.1007/s10643-025-02079-3,Article
Global soft biometrics in surveillance: benchmark in the field &amp; open challenges,Multimedia Tools and Applications,,,,10.1007/s11042-026-21204-x,Bilal HassanHasti SoudbakhshSamaneh BahramiSonjoy Ranjan DasPreeti PatelAmanullah YasinUsman Khan,2026,https://link.springer.com/article/10.1007/s11042-026-21204-x,Article
Learning to represent causality in recommender systems driven by large language models (LLMs),Discover Applied Sciences,,,,10.1007/s42452-025-07551-8,Serge Stéphane AmanTiemoman KoneBehou Gerald N’guessanKouadio Prosper Kimou,2025,https://link.springer.com/article/10.1007/s42452-025-07551-8,Article
Computational whole-body-exposome models for global precision brain health,Nature Communications,,,,10.1038/s41467-025-67448-3,Agustín IbáñezClaudia Duran-AniotzJoaquín MigeotSandra BáezSol FittipaldiCarlos Coronel-OliverosHarris A. EyreChinedu Udeh-MomohHenrik ZetterbergSuvarna AlladiCarmen SandiIan H. RobertsonSanne FranzenTemitope FarombiJanitza L. Montalvo OrtizSudha SeshadriFelipe CourtPedro Valdes-SosaJiayuan XuChunshui YuLea GrinbergBrian LawlorPerminder S. SachdevKristine YaffeVladimir HachinskiKarl FristonEnzo TagliazucchiHernando Santamaría-García,2025,https://link.springer.com/article/10.1038/s41467-025-67448-3,Article
Applications of GAN Models in Breast Cancer Detection: A Comprehensive Review,Archives of Computational Methods in Engineering,,,,10.1007/s11831-025-10323-7,Jafar MajidpourHunar A. AhmedMohammed H. AhmedShayan I. JalalHossein Arabi,2025,https://link.springer.com/article/10.1007/s11831-025-10323-7,Article
NeuroDigital Interfaces and Adaptive Cognitive Networking: Towards a Human-AI Telepathic Framework,Telematics and Computing,,,,10.1007/978-3-032-09735-4_6,Emmett VitruviousFernando May Fuentes,2026,https://link.springer.com/chapter/10.1007/978-3-032-09735-4_6,Conference paper
Mapping the research landscape of agentic AI in SMMEs through a bibliometric analysis of patterns and knowledge gaps,Discover Artificial Intelligence,,,,10.1007/s44163-025-00764-1,Peter Adebowale OlujimiPius Adewale OwolawiAgnieta PretoriusEtienne Van Wyk,2025,https://link.springer.com/article/10.1007/s44163-025-00764-1,Article
From classical machine learning to emerging foundation models: review on multimodal data integration for cancer research,Artificial Intelligence Review,,,,10.1007/s10462-026-11522-9,Amgad MuneerMuhammad WaqasMaliazurina B. SaadEman ShowkatianRukhmini BandyopadhyayHui XuWentao LiJoe Y. ChangZhongxing LiaoCara HaymakerLuisa Solis SotoCarol C. WuNatalie I. VokesXiuning LeLauren A. ByersDon L. GibbonsJohn V. HeymachJianjun ZhangJia Wu,2026,https://link.springer.com/article/10.1007/s10462-026-11522-9,Article
A global perspective on data powering responsible AI solutions in health applications,AI and Ethics,,,,10.1007/s43681-023-00302-8,Jessica RuddClaudia Igbrude,2023,https://link.springer.com/article/10.1007/s43681-023-00302-8,Article
Recent Advances in Computational and Machine-Learning Approaches for Alzheimer’s Disease Classification: A Comprehensive Review,Archives of Computational Methods in Engineering,,,,10.1007/s11831-025-10476-5,Mahsa MoravejiNajme Mansouri,2025,https://link.springer.com/article/10.1007/s11831-025-10476-5,Article
Overview of the TalentCLEF 2025: Skill and&#xa0;Job Title Intelligence for&#xa0;Human Capital Management,"Experimental IR Meets Multilinguality, Multimodality, and Interaction",,,,10.1007/978-3-032-04354-2_24,Luis GascoHermenegildo FabregatLaura García-SardiñaPaula EstrellaDaniel DenizAlvaro RodrigoRabih Zbib,2026,https://link.springer.com/chapter/10.1007/978-3-032-04354-2_24,Conference paper
Reliability-improved machine learning model using knowledge-embedded learning approach for smart manufacturing,Journal of Intelligent Manufacturing,,,,10.1007/s10845-024-02482-4,Farzam FarbizSaurabh AggarwalTomasz Karol MaszczykMohamed Salahuddin HabibullahBrahim Hamadicharef,2024,https://link.springer.com/article/10.1007/s10845-024-02482-4,Article
From image classification to segmentation: a comprehensive empirical review,Iran Journal of Computer Science,,,,10.1007/s42044-025-00242-y,RuksanaJamin Rahman JimMd Jonair HossainAritra DasMd Mohsin KabirM. F. Mridha,2025,https://link.springer.com/article/10.1007/s42044-025-00242-y,Article
Factors influencing human trust in intelligent built environment systems,AI and Ethics,,,,10.1007/s43681-025-00813-6,Amir BehzadanArmita Dabiri,2025,https://link.springer.com/article/10.1007/s43681-025-00813-6,Article
A survey on generative nonverbal facial behavior for highly realistic embodied agents,Intelligent Service Robotics,,,,10.1007/s11370-025-00674-2,Tri Tung Nguyen NguyenQuang Tien DamDinh Tuan TranJoo-Ho Lee,2026,https://link.springer.com/article/10.1007/s11370-025-00674-2,Article
A survey of the state of the art in conversational question answering systems,Knowledge and Information Systems,,,,10.1007/s10115-025-02620-1,Manoj Madushanka PereraAdnan MahmoodKasun Eranda WijethilakeFahmida IslamMaryam TahermazandaraniQuan Z. Sheng,2025,https://link.springer.com/article/10.1007/s10115-025-02620-1,Article
Data collection and quality challenges in deep learning: a data-centric AI perspective,The VLDB Journal,,,,10.1007/s00778-022-00775-9,Steven Euijong WhangYuji RohHwanjun SongJae-Gil Lee,2023,https://link.springer.com/article/10.1007/s00778-022-00775-9,Article
Boosting Automatic Speech Recognition Performance for&#xa0;Noisy Emergency Calls with&#xa0;Hybrid Processing Techniques,Information and Communication Technologies,,,,10.1007/978-3-032-08366-1_7,Jorge Luis Zambrano-MartinezPatricio Santiago García-MonteroMarcos Orellana,2026,https://link.springer.com/chapter/10.1007/978-3-032-08366-1_7,Conference paper
A Comprehensive Review of AI-Driven Arrhythmia Detection: From Classical Machine Learning to Quantum Machine Learning With ECG and PPG Signals,Archives of Computational Methods in Engineering,,,,10.1007/s11831-026-10539-1,Shankar Sachin NimmagantiVishnu Vardhana Reddy Karna,2026,https://link.springer.com/article/10.1007/s11831-026-10539-1,Article
"A comprehensive survey on pose estimation and tracking in sports: methodologies, datasets, challenges, and future directions",Artificial Intelligence Review,,,,10.1007/s10462-025-11344-1,Mustafa Hikmet Bilgehan UçarSerdar SolakAli Olow JimaleHakan ÜnalSüleyman Eken,2025,https://link.springer.com/article/10.1007/s10462-025-11344-1,Article
Improving operations through a lean AI paradigm: a view to an AI-aided lean manufacturing via versatile convolutional neural network,The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-024-13874-4,Mohammad ShahinMazdak MaghanakiAli HosseinzadehF. Frank Chen,2024,https://link.springer.com/article/10.1007/s00170-024-13874-4,Article
"Generative AI for cyber threat intelligence: applications, challenges, and analysis of real-world case studies",Artificial Intelligence Review,,,,10.1007/s10462-025-11338-z,Prasasthy BalasubramanianSonali LiyanaHamsini SankaranShambavi SivaramakrishnanSruthi PusuluriSusanna PirttikangasElla Peltonen,2025,https://link.springer.com/article/10.1007/s10462-025-11338-z,Article
"Generative AI in depth: A survey of recent advances, model variants, and real-world applications",Journal of Big Data,,,,10.1186/s40537-025-01247-x,Shamim YazdaniAkansha SinghNripsuta SaxenaZichong WangAvash PalikheDeng PanUmapada PalJie YangWenbin Zhang,2025,https://link.springer.com/article/10.1186/s40537-025-01247-x,Article
What do academics say about artificial intelligence ethics? An overview of the scholarship,AI and Ethics,,,,10.1007/s43681-022-00182-4,Onur Bakiner,2022,https://link.springer.com/article/10.1007/s43681-022-00182-4,Article
Interfacing Human Brains: What Could Go Wrong?,Privacy Technologies and Policy,,,,10.1007/978-3-032-07574-1_4,Marta Beltrán,2026,https://link.springer.com/chapter/10.1007/978-3-032-07574-1_4,Conference paper
Benchmarking action recognition models for self-harm detection in studio and real-world datasets,Scientific Reports,,,,10.1038/s41598-026-36999-w,Kanghee LeeDoohee LeeHyun-Sik HamHee-Cheol KimYourack LeeHyun-Ghang JeongHyun-Soo Choi,2026,https://link.springer.com/article/10.1038/s41598-026-36999-w,Article
EU Guideline on AI Trustworthy and ‘Not Intuitive’ Application of the Principle of Fairness,"Rule of Law, Technology and Environment",,,,10.1007/978-3-031-76349-6_11,Valentina Colcelli,2025,https://link.springer.com/chapter/10.1007/978-3-031-76349-6_11,Conference paper
Comprehensive Review of End-to-End Dependency Parsing with Auto-regressive Large Language Models,Advanced Computing and Communications: Responsible AI,,,,10.1007/978-3-031-96473-2_22,Nagarchi Arshad AliK. Ramalakshmi,2025,https://link.springer.com/chapter/10.1007/978-3-031-96473-2_22,Conference paper
Enhancing sparse data recommendations with self-inspected adaptive SMOTE and hybrid neural networks,Scientific Reports,,,,10.1038/s41598-025-02593-9,Ramesh VatambetiHari Prasad GandikotaD. SiriG. SatyanarayanaNarasimhula BalayesuM. Ganesh KarthikKoteswararao Ch,2025,https://link.springer.com/article/10.1038/s41598-025-02593-9,Article
"Data Augmentation Using Large Language Models: Methods, Challenges, and&#xa0;Perspectives",Emerging Challenges in Intelligent Management Information Systems,,,,10.1007/978-3-032-13869-9_5,Agata KozinaMichał PikusJarosław Wąs,2026,https://link.springer.com/chapter/10.1007/978-3-032-13869-9_5,Conference paper
User Response Modeling in Recommender Systems: A Survey,Journal of Mathematical Sciences,,,,10.1007/s10958-024-07431-3,M. ShirokikhI. ShenbinA. AlekseevA. VolodkevichA. VasilevS. Nikolenko,2024,https://link.springer.com/article/10.1007/s10958-024-07431-3,Article
Advanced predictive disease modeling in biomedical IoT using the temporal adaptive neural evolutionary algorithm,Scientific Reports,,,,10.1038/s41598-025-08426-z,Chandragandhi SArvind CSrihari K,2025,https://link.springer.com/article/10.1038/s41598-025-08426-z,Article
Addressing diversity in hiring procedures: a generative adversarial network approach,AI and Ethics,,,,10.1007/s43681-024-00445-2,Tales MarraEmeric Kubiak,2024,https://link.springer.com/article/10.1007/s43681-024-00445-2,Article
Learning from data with structured missingness,Nature Machine Intelligence,,,,10.1038/s42256-022-00596-z,Robin MitraSarah F. McGoughTapabrata ChakrabortiChris HolmesRyan CoppingNiels HagenbuchStefanie BiedermannJack NoonanBrieuc LehmannAditi ShenviXuan Vinh DoanDavid LeslieGinestra BianconiRuben Sanchez-GarciaAlisha DaviesMaxine MackintoshEleni-Rosalina AndrinopoulouAnahid BasiriChris HarbronBen D. MacArthur,2023,https://link.springer.com/article/10.1038/s42256-022-00596-z,Article
GenAI and Proportionality: European and Portuguese Ethical-Legal Framework,Ethical and Social Impacts of Information and Communication Technology,,,,10.1007/978-3-032-01429-0_23,Filipa Pais D’AguiarFernanda DuarteNuno Silva,2026,https://link.springer.com/chapter/10.1007/978-3-032-01429-0_23,Conference paper
Privacy-preserving explainable AI: a survey,Science China Information Sciences,,,,10.1007/s11432-024-4123-4,Thanh Tam NguyenThanh Trung HuynhZhao RenThanh Toan NguyenPhi Le NguyenHongzhi YinQuoc Viet Hung Nguyen,2024,https://link.springer.com/article/10.1007/s11432-024-4123-4,Article
Review of Machine Learning Techniques in Soft Tissue Biomechanics and Biomaterials,Cardiovascular Engineering and Technology,,,,10.1007/s13239-024-00737-y,Samir DonmazovEda Nur SaruhanKerem PekkanSenol Piskin,2024,https://link.springer.com/article/10.1007/s13239-024-00737-y,Article
Balancing the trilemma: a survey of federated anomaly detection for secure cyber-physical systems,Cybersecurity,,,,10.1186/s42400-026-00567-6,Andrea PintoYezid DonosoJairo A. Gutierrez,2026,https://link.springer.com/article/10.1186/s42400-026-00567-6,Article
Integrated Multi-Modal 3D-CNN and RNN Approach with Transfer Learning for Early Detection of Alzheimer’s Disease,"Iranian Journal of Science and Technology, Transactions of Electrical Engineering",,,,10.1007/s40998-024-00769-z,R. RamaniS. Sankar GaneshS. P. V. Subba RaoNitisha Aggarwal,2024,https://link.springer.com/article/10.1007/s40998-024-00769-z,Article
Transforming Education: The Impact of Generative AI,Fifth International Conference on Computing and Network Communications,,,,10.1007/978-981-97-4711-5_43,Elezabeth MathewHesham El-Sayed,2025,https://link.springer.com/chapter/10.1007/978-981-97-4711-5_43,Conference paper
Intelligent emotion sensing using BERT BiLSTM and generative AI for proactive customer care,Scientific Reports,,,,10.1038/s41598-025-15501-y,Sandra Karunya. GA. Sathish,2025,https://link.springer.com/article/10.1038/s41598-025-15501-y,Article
A digital twin framework for enhancing human–agentic AI–machine collaboration,Journal of Intelligent Manufacturing,,,,10.1007/s10845-025-02637-x,Bernardo NicolettiAndrea Appolloni,2025,https://link.springer.com/article/10.1007/s10845-025-02637-x,Article
Guidelines for designing visualization tools for group fairness analysis in binary classification,Artificial Intelligence Review,,,,10.1007/s10462-025-11179-w,António CruzTeresa SalazarManuel CarvalhoCatarina MaçãsPenousal MachadoPedro Henriques Abreu,2025,https://link.springer.com/article/10.1007/s10462-025-11179-w,Article
Subgroup Discovery Using Model Uncertainty: A Feasibility Study,Progress in Artificial Intelligence,,,,10.1007/978-3-032-05176-9_39,Ana Cravidão PereiraDuarte FolgadoMarília BarandasCarlos SoaresAndré Carreiro,2026,https://link.springer.com/chapter/10.1007/978-3-032-05176-9_39,Conference paper
Optimizing Customer Engagement in Insurance Through NLP-Driven Sentiment and RL,SN Computer Science,,,,10.1007/s42979-025-04567-0,Sharadha KodadiKoteswara Rao DondapatiHimabindu ChetlapalliNaga Sushma AllurDurga Praveen DeeviThinagaran Perumal,2025,https://link.springer.com/article/10.1007/s42979-025-04567-0,Article
Privacy and security in recommenders: an analytical review,Artificial Intelligence Review,,,,10.1007/s10462-025-11333-4,Bolanle Adefowoke OjokohFolasade Olubusola IsinkayeMing ZhangJoshua Joshua TomArome Junior GabrielOlaitan AfolabiBamidele Afolabi,2025,https://link.springer.com/article/10.1007/s10462-025-11333-4,Article
Evaluating gender bias in large language models in long-term care,BMC Medical Informatics and Decision Making,,,,10.1186/s12911-025-03118-0,Sam Rickman,2025,https://link.springer.com/article/10.1186/s12911-025-03118-0,Article
A comprehensive review of machine learning applications for internet of nano things: challenges and future directions,Artificial Intelligence Review,,,,10.1007/s10462-025-11211-z,Aryan RanaDeepika GautamPankaj KumarKranti KumarAthanasios V. VasilakosAshok Kumar DasVivekananda Bhat K,2025,https://link.springer.com/article/10.1007/s10462-025-11211-z,Article
EHR-Safe: generating high-fidelity and privacy-preserving synthetic electronic health records,npj Digital Medicine,,,,10.1038/s41746-023-00888-7,Jinsung YoonMichel MizrahiNahid Farhady GhalatyThomas JarvinenAshwin S. RaviPeter BruneFanyu KongDave AndersonGeorge LeeArie MeirFarhana BandukwalaElli KanalSercan Ö. ArıkTomas Pfister,2023,https://link.springer.com/article/10.1038/s41746-023-00888-7,Article
Tailored therapies for triple-negative breast cancer: current landscape and future perceptions,Naunyn-Schmiedeberg's Archives of Pharmacology,,,,10.1007/s00210-025-03896-4,Yumna KhanSana RizviAli RazaAmna KhanSadique HussainNajeeb Ullah KhanSaud O. AlshammariQamar A. AlshammariAbdulkarim AlshammariDoha El-Sayed Ellakwa,2025,https://link.springer.com/article/10.1007/s00210-025-03896-4,Article
Treatment Effect Estimation for&#xa0;Graph-Structured Targets,Data Science: Foundations and Applications,,,,10.1007/978-981-96-8295-9_6,Shonosuke HaradaRyosuke YonedaHisashi Kashima,2025,https://link.springer.com/chapter/10.1007/978-981-96-8295-9_6,Conference paper
Improving Fairness via&#xa0;Deep Ensemble Framework Using Preprocessing Interventions,Artificial Intelligence in HCI,,,,10.1007/978-3-031-35891-3_29,Aida TayebiOzlem Ozmen Garibay,2023,https://link.springer.com/chapter/10.1007/978-3-031-35891-3_29,Conference paper
A seven-layer model with checklists for standardising fairness assessment throughout the AI lifecycle,AI and Ethics,,,,10.1007/s43681-023-00266-9,Avinash AgarwalHarsh Agarwal,2023,https://link.springer.com/article/10.1007/s43681-023-00266-9,Article
Systematic review and topic classification of soft computing and machine learning in water resources management,Discover Sustainability,,,,10.1007/s43621-025-01832-3,Maria DrogkoulaNicholas SamarasOmiros IatrellisEftihia NathanailKonstantinos Kokkinos,2025,https://link.springer.com/article/10.1007/s43621-025-01832-3,Article
Driver Anomaly Detection Using 3D Human Pose Estimation,Computer Information Systems and Industrial Management,,,,10.1007/978-3-032-02406-0_1,Radovan FusekEduard SojkaJan Gaura,2026,https://link.springer.com/chapter/10.1007/978-3-032-02406-0_1,Conference paper
Comprehensive review of reinforcement learning for medical ultrasound imaging,Artificial Intelligence Review,,,,10.1007/s10462-025-11268-w,Hanae ElmekkiSaidul IslamAhmed AlaghaHani SamiAmanda SpilkinEhsan ZakeriAntonela Mariel ZanuttiniJamal BentaharLyes KademWen-Fang XiePhilippe PibarotRabeb MizouniHadi OtrokShakti SinghAzzam Mourad,2025,https://link.springer.com/article/10.1007/s10462-025-11268-w,Article
"Trust and transparency in AI: industry voices on data, ethics, and compliance",AI & SOCIETY,,,,10.1007/s00146-025-02654-7,Louise McCormackMalika BendechacheDave LewisDiletta Huyskes,2025,https://link.springer.com/article/10.1007/s00146-025-02654-7,Article
"Vision and convolutional transformers for Alzheimer’s disease diagnosis: a systematic review of architectures, multimodal fusion and critical gaps",Brain Informatics,,,,10.1186/s40708-025-00286-7,Ibrahem AfifiMostafa ElgendyMohamed AbdelfatahShaker El-Sappagh,2025,https://link.springer.com/article/10.1186/s40708-025-00286-7,Article
The Impact of Bias on Drift Detection in AI Health Software,Artificial Intelligence in Medicine,,,,10.1007/978-3-031-34344-5_37,Asal Khoshravan AzarBarbara DraghiYlenia RotalintiPuja MylesAllan Tucker,2023,https://link.springer.com/chapter/10.1007/978-3-031-34344-5_37,Conference paper
"<i>AI</i>gemony: power dynamics, dominant narratives, and colonisation",AI and Ethics,,,,10.1007/s43681-025-00734-4,Nasser Bahrami,2025,https://link.springer.com/article/10.1007/s43681-025-00734-4,Article
Automation in ART: Paving the Way for the Future of Infertility Treatment,Reproductive Sciences,,,,10.1007/s43032-022-00941-y,Kadrina Abdul Latif AbdullahTomiris AtazhanovaAlejandro Chavez-BadiolaSourima Biswas Shivhare,2022,https://link.springer.com/article/10.1007/s43032-022-00941-y,Article
Early detection of mental health disorders using machine learning models using behavioral and voice data analysis,Scientific Reports,,,,10.1038/s41598-025-00386-8,Sunil Kumar SharmaAhmed Ibrahim AlutaibiAhmad Raza KhanGhanshyam G. TejaniFuzail AhmadSeyed Jalaleddin Mousavirad,2025,https://link.springer.com/article/10.1038/s41598-025-00386-8,Article
"A Comprehensive Survey on Trustworthy Graph Neural Networks: Privacy, Robustness, Fairness, and Explainability",Machine Intelligence Research,,,,10.1007/s11633-024-1510-8,Enyan DaiTianxiang ZhaoHuaisheng ZhuJunjie XuZhimeng GuoHui LiuJiliang TangSuhang Wang,2024,https://link.springer.com/article/10.1007/s11633-024-1510-8,Article
Mitigating Bias in&#xa0;Recruitment: A Practical Approach to&#xa0;CV De-identification Considering Privacy Sensitive Information,"Availability, Reliability and Security",,,,10.1007/978-3-032-00633-2_11,Sascha LöbnerJetzabel SernaFrédéric TronnierWelderufael TesfayKai Rannenberg,2025,https://link.springer.com/chapter/10.1007/978-3-032-00633-2_11,Conference paper
Addressing the regulatory gap: moving towards an EU AI audit ecosystem beyond the AI Act by including civil society,AI and Ethics,,,,10.1007/s43681-024-00595-3,David HartmannJosé Renato Laranjeira de PereiraChiara StreitbörgerBettina Berendt,2024,https://link.springer.com/article/10.1007/s43681-024-00595-3,Article
Algorithms are not neutral,AI and Ethics,,,,10.1007/s43681-022-00136-w,Catherine Stinson,2022,https://link.springer.com/article/10.1007/s43681-022-00136-w,Article
"A comprehensive introspection on AI risks: taxonomy, challenges, and future directions",Iran Journal of Computer Science,,,,10.1007/s42044-025-00370-5,Partha Pratim Ray,2026,https://link.springer.com/article/10.1007/s42044-025-00370-5,Article
Mapping the Landscape of Care Providers’ Quality Assurance Approaches for AI in Diagnostic Imaging,Journal of Digital Imaging,,,,10.1007/s10278-022-00731-7,Claes LundströmMartin Lindvall,2022,https://link.springer.com/article/10.1007/s10278-022-00731-7,Article
StockAI 3.0: Ensemble fusion paradigms using novel gating mechanism in long short-term memory architectures for forecasting sentiment-based stock trends,Soft Computing,,,,10.1007/s00500-025-10901-8,Yuvraj SharmaSiddharth GuptaNeha GuptaEkta TiwariRajesh SinghNarendra N. KhannaMustafa Al-MainiVijay RathorePuneet AhluwaliaVandana KumariSubbaram NaiduLuca SabaJasjit S. Suri,2025,https://link.springer.com/article/10.1007/s00500-025-10901-8,Article
Accurate colorectal cancer detection using a random hinge exponential distribution coupled attention network on pathological images,Abdominal Radiology,,,,10.1007/s00261-024-04770-2,E. BharathR. Vimal RajaK. KalaivananVivek Deshpande,2025,https://link.springer.com/article/10.1007/s00261-024-04770-2,Article
A review on NLP zero-shot and few-shot learning: methods and applications,Discover Applied Sciences,,,,10.1007/s42452-025-07225-5,G. RameshMahammad SahilShashank A. PalanDarshan BhandaryTeli Abhishek AshokJ. ShreyasN. Sowjanya,2025,https://link.springer.com/article/10.1007/s42452-025-07225-5,Article
An AI ethics framework for a trustworthy autonomous drone system to support battlefield casualty triage,AI and Ethics,,,,10.1007/s43681-025-00967-3,Peter LeeTasweer AhmadSyed Mohammad WaheedAndrew Kenning,2026,https://link.springer.com/article/10.1007/s43681-025-00967-3,Article
"Evaluating of BERT-based and Large Language Mod for Suicide Detection, Prevention, and Risk Assessment: A Systematic Review",Journal of Medical Systems,,,,10.1007/s10916-024-02134-3,Inbar LevkovichMahmud Omar,2024,https://link.springer.com/article/10.1007/s10916-024-02134-3,Article
Anniversary AI reflections,Nature Machine Intelligence,,,,10.1038/s42256-023-00784-5,Noelia FerruzMarinka ZitnikPierre-Yves OudeyerEmmie HineNandana SenguptaYiyu ShiDiana MincuSebastian Porsdam MannPayel DasFrancesco Stella,2024,https://link.springer.com/article/10.1038/s42256-023-00784-5,Article
"Invisible Attributes, Visible Biases: Exploring Demographic Shortcuts in&#xa0;MRI-Based Alzheimer’s Disease Classification",Fairness of AI in Medical Imaging,,,,10.1007/978-3-032-05870-6_16,Akshit AcharaEsther Puyol AntonAlexander HammersAndrew P. King,2026,https://link.springer.com/chapter/10.1007/978-3-032-05870-6_16,Conference paper
"Fairness issues, current approaches, and challenges in machine learning models",International Journal of Machine Learning and Cybernetics,,,,10.1007/s13042-023-02083-2,Tonni Das JuiPablo Rivas,2024,https://link.springer.com/article/10.1007/s13042-023-02083-2,Article
Enhancing Stock Market Prediction with LSTM: A Review of Recent Developments and Comparative Analysis,Archives of Computational Methods in Engineering,,,,10.1007/s11831-025-10370-0,Melika Shafiei HafshejaniNajme Mansouri,2025,https://link.springer.com/article/10.1007/s11831-025-10370-0,Article
Inclusive ASR Model for Dysarthria Speech,Soft Computing and Signal Processing,,,,10.1007/978-981-96-0924-6_33,Milind KulkarniAnannya ChaudharySavani BondreYash ChindheMayur Dabade,2025,https://link.springer.com/chapter/10.1007/978-981-96-0924-6_33,Conference paper
Using AI to measure Parkinson’s disease severity at home,npj Digital Medicine,,,,10.1038/s41746-023-00905-9,Md Saiful IslamWasifur RahmanAbdelrahman AbdelkaderSangwu LeePhillip T. YangJennifer Lynn PurksJamie Lynn AdamsRuth B. SchneiderEarl Ray DorseyEhsan Hoque,2023,https://link.springer.com/article/10.1038/s41746-023-00905-9,Article
Explainable Neural Networks: Achieving Interpretability in Neural Models,Archives of Computational Methods in Engineering,,,,10.1007/s11831-024-10089-4,Manomita Chakraborty,2024,https://link.springer.com/article/10.1007/s11831-024-10089-4,Article
"Decision support for efficient XAI services - A morphological analysis, business model archetypes, and a decision tree",Electronic Markets,,,,10.1007/s12525-022-00603-6,Jana GerlachPaul HoppeSarah JagelsLuisa LickerMichael H. Breitner,2022,https://link.springer.com/article/10.1007/s12525-022-00603-6,Article
AI-driven nanomedicine for cancer theranostics,Molecular Cancer,,,,10.1186/s12943-025-02563-9,Ashutosh TiwariWidodoDyah Ika KrisnawatiChih-Yu ChenTsung-Rong Kuo,2026,https://link.springer.com/article/10.1186/s12943-025-02563-9,Article
"Editorial for Special Issue on Large-scale Pre-training: Data, Models, and Fine-tuning",Machine Intelligence Research,,,,10.1007/s11633-023-1431-y,Ji-Rong WenZi HuangHanwang Zhang,2023,https://link.springer.com/article/10.1007/s11633-023-1431-y,Article
GraphXAI: a survey of graph neural networks (GNNs) for explainable AI (XAI),Neural Computing and Applications,,,,10.1007/s00521-025-11054-3,Mauparna NandanSoma MitraDebashis De,2025,https://link.springer.com/article/10.1007/s00521-025-11054-3,Article
A comprehensive review of neural network-based approaches for drug–target interaction prediction,Molecular Diversity,,,,10.1007/s11030-025-11303-6,Fatemeh PanahandehNajme Mansouri,2025,https://link.springer.com/article/10.1007/s11030-025-11303-6,Article
Standardizing fairness-evaluation procedures: interdisciplinary insights on machine learning algorithms in creditworthiness assessments for small personal loans,AI and Ethics,,,,10.1007/s43681-023-00291-8,Sergio GenovesiJulia Maria MönigAnna SchmitzMaximilian PoretschkinMaram AkilaManoj KahdanRomina KleinerLena KriegerAlexander Zimmermann,2023,https://link.springer.com/article/10.1007/s43681-023-00291-8,Article
An optimal graph convolutional vision neural network with explainable feature optimization for improved skin cancer detection,BMC Medical Imaging,,,,10.1186/s12880-025-02096-z,Madhavi Latha PandalaS. Periyanayagi,2025,https://link.springer.com/article/10.1186/s12880-025-02096-z,Article
